unit,age,sex,severity,geo\time	2013 	2012 	2011 	2010 	2009 	2008 
PC,Y55-64,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
PC,Y55-64,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,Y55-64,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,Y55-64,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,BE	: 	0 	0 	0 	0 	2.63 
PC,Y55-64,UNK,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,CH	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,CY	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,CZ	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,DE	0 	0 	17.44 	35.22 	28.81 	0 
PC,Y55-64,UNK,GE_D4,DK	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,EL	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,EU15	: 	1.03 u	11.82 e	16.94 u	9.22 u	0.72 u
PC,Y55-64,UNK,GE_D4,EU27	: 	1.03 u	11.82 e	16.94 u	9.22 u	0.71 u
PC,Y55-64,UNK,GE_D4,EU28	: 	1.03 u	11.82 e	16.94 u	9.22 u	: 
PC,Y55-64,UNK,GE_D4,FI	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,FR	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,Y55-64,UNK,GE_D4,HU	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,IE	: 	4.38 	0 	7.8 	12.59 	10 
PC,Y55-64,UNK,GE_D4,IT	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,LT	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,LV	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,PT	: 	0 	0 	0 	0 	: 
PC,Y55-64,UNK,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,SE	0 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,Y55-64,UNK,GE_D4,UK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,CZ	: 	0 	20 	14.29 	0 	0 
PC,Y_GE65,F,FATALITY,DE	0 	9.09 	20 	0 	12.5 	0 
PC,Y_GE65,F,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,EU15	: 	4.35 	3.54 	1.22 	2.5 	0 
PC,Y_GE65,F,FATALITY,EU27	: 	4.48 	3.55 	2.26 	2.08 	0.79 
PC,Y_GE65,F,FATALITY,EU28	: 	4.48 	3.51 	2.26 	2.11 	: 
PC,Y_GE65,F,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,F,FATALITY,HU	: 	0 	0 	25 	0 	0 
PC,Y_GE65,F,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,IT	: 	25 	0 	0 	8.33 	0 
PC,Y_GE65,F,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,LV	: 	100 	0 	0 	25 	0 
PC,Y_GE65,F,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,PT	: 	0 	0 	33.33 	0 	: 
PC,Y_GE65,F,FATALITY,RO	: 	0 	0 	0 	0 	3.57 
PC,Y_GE65,F,FATALITY,SE	0 	0 	25 	0 	0 	0 
PC,Y_GE65,F,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,FATALITY,UK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,GE_D4,AT	: 	0.1 	0.19 	0.12 	0.12 	0.17 
PC,Y_GE65,F,GE_D4,BE	: 	0.2 	0.26 	0.17 	0.28 	0.17 
PC,Y_GE65,F,GE_D4,BG	: 	1.16 	0.58 	1.36 	1.09 	0.4 
PC,Y_GE65,F,GE_D4,CH	0.83 	1.02 	0.8 	0.89 	1.15 	1.05 
PC,Y_GE65,F,GE_D4,CY	1.99 	0.56 	0.82 	0.51 	1.07 	0.26 
PC,Y_GE65,F,GE_D4,CZ	: 	0.73 	0.64 	0.5 	0.85 	0.6 
PC,Y_GE65,F,GE_D4,DE	1.96 	1.45 	1.45 	1.71 	1.89 	1.38 
PC,Y_GE65,F,GE_D4,DK	: 	1.13 	0.94 	0.87 	0.58 	0.56 
PC,Y_GE65,F,GE_D4,EE	: 	1.63 	4.53 	2.01 	2.25 	1.81 
PC,Y_GE65,F,GE_D4,EL	: 	0.28 	0.14 	0.52 	0 	0.37 
PC,Y_GE65,F,GE_D4,ES	: 	0.21 	0.18 	0.17 	0.15 	0.11 
PC,Y_GE65,F,GE_D4,EU15	: 	0.89 	0.78 	0.79 	0.84 	0.53 
PC,Y_GE65,F,GE_D4,EU27	: 	0.86 	0.76 	0.77 	0.82 	0.52 
PC,Y_GE65,F,GE_D4,EU28	: 	0.85 	0.76 	0.76 	0.83 	: 
PC,Y_GE65,F,GE_D4,FI	: 	3.69 	0.9 	0.56 	0.54 	0.36 
PC,Y_GE65,F,GE_D4,FR	: 	0.32 	0.27 	0.24 	0.18 	0.14 
PC,Y_GE65,F,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,F,GE_D4,HU	: 	0.47 	0.28 	0.12 	0.73 	0.13 
PC,Y_GE65,F,GE_D4,IE	: 	0.88 	0.51 	0.04 	1.39 	0 
PC,Y_GE65,F,GE_D4,IT	: 	1.76 	1.56 	1.55 	1.52 	0.45 
PC,Y_GE65,F,GE_D4,LT	: 	0.72 	0.79 	1.49 	0.8 	1.15 
PC,Y_GE65,F,GE_D4,LU	: 	0 	0 	0 	0.13 	0 
PC,Y_GE65,F,GE_D4,LV	: 	4.18 	2.33 	2.55 	2.89 	3.07 
PC,Y_GE65,F,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,F,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,F,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,F,GE_D4,PL	: 	0.29 	0.2 	0.29 	0.2 	0.18 
PC,Y_GE65,F,GE_D4,PT	: 	0.54 	0.99 	0.76 	0.79 	: 
PC,Y_GE65,F,GE_D4,RO	: 	0 	0 	0 	0.17 	0.13 
PC,Y_GE65,F,GE_D4,SE	0.64 	0.37 	0.83 	0.51 	0.44 	0.52 
PC,Y_GE65,F,GE_D4,SI	: 	0.15 	0 	0.04 	0 	0.07 
PC,Y_GE65,F,GE_D4,SK	: 	0.06 	0.17 	0.22 	0.26 	0.12 
PC,Y_GE65,F,GE_D4,UK	: 	1.57 	1.23 	1.17 	1.3 	1.27 
PC,Y_GE65,M,FATALITY,AT	: 	1.96 	0 	0 	0 	1.22 
PC,Y_GE65,M,FATALITY,BE	: 	0 	5.26 	5.88 	0 	1.56 
PC,Y_GE65,M,FATALITY,BG	: 	3.77 	4.65 	1.52 	0 	1.9 
PC,Y_GE65,M,FATALITY,CH	2.78 	2.78 	2.86 	3.92 	6.38 	3.51 
PC,Y_GE65,M,FATALITY,CY	14.29 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,CZ	: 	5.13 	1.18 	2.5 	0 	0.87 
PC,Y_GE65,M,FATALITY,DE	6.49 	4.45 	4.35 	6.73 	6.64 	5.07 
PC,Y_GE65,M,FATALITY,DK	: 	20 	4.17 	0 	0 	0 
PC,Y_GE65,M,FATALITY,EE	: 	0 	0 	0 	10 	0 
PC,Y_GE65,M,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,ES	: 	1.21 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,EU15	: 	3.45 	3.66 	3.71 	2.81 	3.46 
PC,Y_GE65,M,FATALITY,EU27	: 	2.86 	3.23 	2.86 	2.4 	2.68 
PC,Y_GE65,M,FATALITY,EU28	: 	2.81 	3.21 	2.84 	2.42 	: 
PC,Y_GE65,M,FATALITY,FI	: 	0 	8.33 	4.55 	0 	6.25 
PC,Y_GE65,M,FATALITY,FR	: 	1.22 	1.56 	1.76 	1.6 	0.48 
PC,Y_GE65,M,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,M,FATALITY,HU	: 	0 	5.26 	1.52 	2.86 	1.19 
PC,Y_GE65,M,FATALITY,IE	: 	5.56 	12.5 	0 	0 	79.17 
PC,Y_GE65,M,FATALITY,IT	: 	5.58 	9.02 	6.22 	4.7 	3.6 
PC,Y_GE65,M,FATALITY,LT	: 	0 	0 	0 	6.9 	4.35 
PC,Y_GE65,M,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,LV	: 	8 	4.35 	0 	10.53 	10.34 
PC,Y_GE65,M,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,PL	: 	0 	1.73 	1.11 	1.12 	0.59 
PC,Y_GE65,M,FATALITY,PT	: 	3.41 	3.88 	2.24 	3.31 	: 
PC,Y_GE65,M,FATALITY,RO	: 	0 	1.28 	0.79 	1.06 	1.45 
PC,Y_GE65,M,FATALITY,SE	13.04 	5 	7.41 	2.94 	0 	2.7 
PC,Y_GE65,M,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,M,FATALITY,SK	: 	3.7 	7.69 	0 	0 	0 
PC,Y_GE65,M,FATALITY,UK	: 	7.23 	3.23 	5.15 	2.6 	6.02 
PC,Y_GE65,M,GE_D4,AT	: 	0.1 	0.1 	0.08 	0.06 	0.08 
PC,Y_GE65,M,GE_D4,BE	: 	0.11 	0.12 	0.1 	0.1 	0.11 
PC,Y_GE65,M,GE_D4,BG	: 	1.66 	1.39 	1.05 	0.92 	1.18 
PC,Y_GE65,M,GE_D4,CH	0.62 	0.68 	0.59 	0.61 	0.7 	0.86 
PC,Y_GE65,M,GE_D4,CY	0.59 	0.87 	0.48 	0.65 	0.56 	0.68 
PC,Y_GE65,M,GE_D4,CZ	: 	0.5 	0.43 	0.44 	0.57 	0.46 
PC,Y_GE65,M,GE_D4,DE	0.8 	0.69 	0.68 	0.77 	0.81 	0.7 
PC,Y_GE65,M,GE_D4,DK	: 	1.4 	1.14 	1.25 	0.88 	0.8 
PC,Y_GE65,M,GE_D4,EE	: 	2.38 	2.01 	1.94 	1.28 	2.67 
PC,Y_GE65,M,GE_D4,EL	: 	0.16 	0.18 	0.27 	0.14 	0.32 
PC,Y_GE65,M,GE_D4,ES	: 	0.1 	0.1 	0.1 	0.1 	0.1 
PC,Y_GE65,M,GE_D4,EU15	: 	0.69 	0.63 	0.62 	0.65 	0.37 
PC,Y_GE65,M,GE_D4,EU27	: 	0.67 	0.62 	0.61 	0.63 	0.37 
PC,Y_GE65,M,GE_D4,EU28	: 	0.67 	0.61 	0.6 	0.63 	: 
PC,Y_GE65,M,GE_D4,FI	: 	2.67 	0.63 	0.5 	0.5 	0.42 
PC,Y_GE65,M,GE_D4,FR	: 	0.25 	0.24 	0.19 	0.13 	0.11 
PC,Y_GE65,M,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,M,GE_D4,HU	: 	0.19 	0.32 	0.18 	0.19 	0.27 
PC,Y_GE65,M,GE_D4,IE	: 	0.46 	0.29 	0.5 	0.09 	0.44 
PC,Y_GE65,M,GE_D4,IT	: 	2.11 	1.93 	1.88 	1.94 	0.45 
PC,Y_GE65,M,GE_D4,LT	: 	1.21 	1.07 	1.65 	1.86 	1.28 
PC,Y_GE65,M,GE_D4,LU	: 	0.07 	0.16 	0.12 	0.02 	0.08 
PC,Y_GE65,M,GE_D4,LV	: 	1.39 	1.9 	2.41 	2.51 	2.76 
PC,Y_GE65,M,GE_D4,MT	0 	0 	0 	0 	0 	0.05 
PC,Y_GE65,M,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,M,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,M,GE_D4,PL	: 	0.32 	0.3 	0.29 	0.28 	0.19 
PC,Y_GE65,M,GE_D4,PT	: 	0.81 	1.02 	0.96 	0.93 	: 
PC,Y_GE65,M,GE_D4,RO	: 	0.19 	0.29 	0.05 	0.32 	0.17 
PC,Y_GE65,M,GE_D4,SE	1.06 	0.86 	0.51 	0.66 	0.64 	0.56 
PC,Y_GE65,M,GE_D4,SI	: 	0.01 	0.07 	0.08 	0.03 	0.04 
PC,Y_GE65,M,GE_D4,SK	: 	0.32 	0.2 	0.25 	0.25 	0.13 
PC,Y_GE65,M,GE_D4,UK	: 	1.1 	0.88 	0.81 	0.86 	0.95 
PC,Y_GE65,T,FATALITY,AT	: 	1.96 	0 	0 	0 	1.14 
PC,Y_GE65,T,FATALITY,BE	: 	0 	5.26 	5.45 	0 	1.52 
PC,Y_GE65,T,FATALITY,BG	: 	3.45 	4.35 	1.35 	0 	1.83 
PC,Y_GE65,T,FATALITY,CH	2.78 	2.63 	2.7 	3.7 	6.38 	3.39 
PC,Y_GE65,T,FATALITY,CY	14.29 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,CZ	: 	5.13 	2.22 	3.45 	0 	0.84 
PC,Y_GE65,T,FATALITY,DE	6.3 	4.65 	4.65 	6.41 	6.81 	4.84 
PC,Y_GE65,T,FATALITY,DK	: 	20 	4.17 	0 	0 	0 
PC,Y_GE65,T,FATALITY,EE	: 	0 	0 	0 	10 	0 
PC,Y_GE65,T,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,ES	: 	1.19 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,EU15	: 	3.48 	3.66 	3.6 	2.79 	3.34 
PC,Y_GE65,T,FATALITY,EU27	: 	2.92 	3.25 	2.83 	2.39 	2.6 
PC,Y_GE65,T,FATALITY,EU28	: 	2.87 	3.22 	2.81 	2.41 	: 
PC,Y_GE65,T,FATALITY,FI	: 	0 	8.33 	4.35 	0 	5.88 
PC,Y_GE65,T,FATALITY,FR	: 	1.14 	1.48 	1.64 	1.49 	0.45 
PC,Y_GE65,T,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,T,FATALITY,HU	: 	0 	5.08 	2.86 	2.7 	1.11 
PC,Y_GE65,T,FATALITY,IE	: 	5.56 	12.5 	0 	0 	79.17 
PC,Y_GE65,T,FATALITY,IT	: 	5.91 	8.65 	5.92 	4.79 	3.48 
PC,Y_GE65,T,FATALITY,LT	: 	0 	0 	0 	5.88 	4.17 
PC,Y_GE65,T,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,LV	: 	11.54 	4 	0 	13.04 	9.68 
PC,Y_GE65,T,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,PL	: 	0 	1.71 	1.08 	1.06 	0.57 
PC,Y_GE65,T,FATALITY,PT	: 	3.3 	3.77 	2.92 	3.21 	: 
PC,Y_GE65,T,FATALITY,RO	: 	0 	1.22 	0.74 	0.97 	1.6 
PC,Y_GE65,T,FATALITY,SE	13.04 	4.76 	9.68 	2.86 	0 	2.63 
PC,Y_GE65,T,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,T,FATALITY,SK	: 	3.7 	7.14 	0 	0 	0 
PC,Y_GE65,T,FATALITY,UK	: 	7.06 	3.09 	5.15 	2.47 	6.02 
PC,Y_GE65,T,GE_D4,AT	: 	0.1 	0.11 	0.08 	0.07 	0.09 
PC,Y_GE65,T,GE_D4,BE	: 	0.13 	0.15 	0.11 	0.13 	0.12 
PC,Y_GE65,T,GE_D4,BG	: 	1.54 	1.2 	1.12 	0.96 	1 
PC,Y_GE65,T,GE_D4,CH	0.66 	0.74 	0.63 	0.66 	0.77 	0.89 
PC,Y_GE65,T,GE_D4,CY	1 	0.79 	0.55 	0.62 	0.67 	0.6 
PC,Y_GE65,T,GE_D4,CZ	: 	0.56 	0.48 	0.45 	0.64 	0.5 
PC,Y_GE65,T,GE_D4,DE	1.03 	0.83 	0.82 	0.95 	1.01 	0.81 
PC,Y_GE65,T,GE_D4,DK	: 	1.34 	1.09 	1.16 	0.81 	0.74 
PC,Y_GE65,T,GE_D4,EE	: 	2.08 	3.01 	1.96 	1.66 	2.45 
PC,Y_GE65,T,GE_D4,EL	: 	0.19 	0.17 	0.32 	0.11 	0.33 
PC,Y_GE65,T,GE_D4,ES	: 	0.13 	0.12 	0.12 	0.11 	0.1 
PC,Y_GE65,T,GE_D4,EU15	: 	0.73 	0.66 	0.66 	0.69 	0.4 
PC,Y_GE65,T,GE_D4,EU27	: 	0.71 	0.65 	0.64 	0.67 	0.4 
PC,Y_GE65,T,GE_D4,EU28	: 	0.71 	0.65 	0.64 	0.68 	: 
PC,Y_GE65,T,GE_D4,FI	: 	2.79 	0.68 	0.51 	0.51 	0.41 
PC,Y_GE65,T,GE_D4,FR	: 	0.26 	0.25 	0.2 	0.14 	0.11 
PC,Y_GE65,T,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,T,GE_D4,HU	: 	0.27 	0.31 	0.16 	0.34 	0.23 
PC,Y_GE65,T,GE_D4,IE	: 	0.59 	0.34 	0.38 	0.47 	0.35 
PC,Y_GE65,T,GE_D4,IT	: 	2.03 	1.85 	1.81 	1.85 	0.45 
PC,Y_GE65,T,GE_D4,LT	: 	1.07 	0.99 	1.6 	1.56 	1.24 
PC,Y_GE65,T,GE_D4,LU	: 	0.06 	0.13 	0.1 	0.04 	0.07 
PC,Y_GE65,T,GE_D4,LV	: 	2.13 	2 	2.45 	2.61 	2.83 
PC,Y_GE65,T,GE_D4,MT	0 	0 	0 	0 	0 	0.05 
PC,Y_GE65,T,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,T,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,T,GE_D4,PL	: 	0.32 	0.27 	0.29 	0.26 	0.19 
PC,Y_GE65,T,GE_D4,PT	: 	0.74 	1.02 	0.92 	0.9 	: 
PC,Y_GE65,T,GE_D4,RO	: 	0.15 	0.23 	0.03 	0.29 	0.16 
PC,Y_GE65,T,GE_D4,SE	0.96 	0.73 	0.59 	0.62 	0.59 	0.55 
PC,Y_GE65,T,GE_D4,SI	: 	0.04 	0.06 	0.07 	0.02 	0.04 
PC,Y_GE65,T,GE_D4,SK	: 	0.24 	0.19 	0.24 	0.26 	0.13 
PC,Y_GE65,T,GE_D4,UK	: 	1.21 	0.96 	0.9 	0.96 	1.03 
PC,Y_GE65,UNK,FATALITY,AT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,BE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,BG	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,CH	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,CY	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,CZ	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,DE	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,DK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,EE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,EL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,ES	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,EU15	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,EU27	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,EU28	: 	0 	0 	0 	0 	: 
PC,Y_GE65,UNK,FATALITY,FI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,FR	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,UNK,FATALITY,HU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,IE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,IT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,LT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,LU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,LV	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,PL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,PT	: 	0 	0 	0 	0 	: 
PC,Y_GE65,UNK,FATALITY,RO	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,SE	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,SI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,SK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,FATALITY,UK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,AT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,BE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,BG	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,CH	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,CY	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,CZ	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,DE	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,DK	: 	0 	0 	0 	1.96 	0 
PC,Y_GE65,UNK,GE_D4,EE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,EL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,ES	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,EU15	: 	0 u	0 e	0 u	1.01 u	0 u
PC,Y_GE65,UNK,GE_D4,EU27	: 	0 u	0 e	0 u	1.01 u	0 u
PC,Y_GE65,UNK,GE_D4,EU28	: 	0 u	0 e	0 u	1.01 u	: 
PC,Y_GE65,UNK,GE_D4,FI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,FR	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,HR	: 	0 	0 	0 	: 	: 
PC,Y_GE65,UNK,GE_D4,HU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,IE	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,IT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,LT	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,LU	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,LV	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,MT	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,NL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,NO	: 	: 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,PL	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,PT	: 	0 	0 	0 	0 	: 
PC,Y_GE65,UNK,GE_D4,RO	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,SE	0 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,SI	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,SK	: 	0 	0 	0 	0 	0 
PC,Y_GE65,UNK,GE_D4,UK	: 	0 	0 	0 	0 	0 
PC,Y_LT18,F,FATALITY,AT	: 	0 	0 	0 	0 	0 
